"R0_fit","site"
5.42460712303562,"FB"
5.47860739303696,"FB"
5.71629858149291,"FB"
5.73717868589343,"FB"
5.75436877184386,"FB"
5.88495942479712,"FB"
5.93436967184836,"FB"
6.07324036620183,"FB"
6.15388076940385,"FB"
6.38914194570973,"FB"
6.43432217161086,"FB"
6.5080325401627,"FB"
6.8600243001215,"FB"
7.01104505522528,"FB"
7.01806509032545,"FB"
7.11508557542788,"FB"
7.14154570772854,"FB"
7.17691588457942,"FB"
7.25143625718129,"FB"
7.33018665093326,"FB"
7.42927714638573,"FB"
7.4759873799369,"FB"
7.48561742808714,"FB"
7.55770778853894,"FB"
7.56094780473902,"FB"
7.62457812289061,"FB"
7.72870864354322,"FB"
7.72888864444322,"FB"
7.83166915834579,"FB"
7.88206941034705,"FB"
7.9519997599988,"FB"
8.01248006240031,"FB"
8.03291016455082,"FB"
8.05172025860129,"FB"
8.15450077250386,"FB"
8.16854084270421,"FB"
8.18465092325462,"FB"
8.1959009795049,"FB"
8.22335111675558,"FB"
8.27078135390677,"FB"
8.35835179175896,"FB"
8.39768198840994,"FB"
8.4320621603108,"FB"
8.45582227911139,"FB"
8.52170260851304,"FB"
8.54204271021355,"FB"
8.56607283036415,"FB"
8.64563322816614,"FB"
8.70692353461767,"FB"
8.74166370831854,"FB"
8.74229371146856,"FB"
8.7719938599693,"FB"
8.80142400712004,"FB"
8.87675438377192,"FB"
8.94614473072365,"FB"
8.99519497597488,"FB"
9.00608503042515,"FB"
9.04199520997605,"FB"
9.04973524867624,"FB"
9.11345556727784,"FB"
9.12110560552803,"FB"
9.1359556797784,"FB"
9.14648573242866,"FB"
9.15089575447877,"FB"
9.16268581342907,"FB"
9.18599592997965,"FB"
9.19625598127991,"FB"
9.19913599567998,"FB"
9.20669603348017,"FB"
9.24665623328117,"FB"
9.32684663423317,"FB"
9.3320666603333,"FB"
9.34556672783364,"FB"
9.36140680703404,"FB"
9.36626683133416,"FB"
9.38282691413457,"FB"
9.44357721788609,"FB"
9.45275726378632,"FB"
9.46292731463657,"FB"
9.4640073200366,"FB"
9.54194770973855,"FB"
9.54482772413862,"FB"
9.54896774483872,"FB"
9.61286806434032,"FB"
9.65624828124141,"FB"
9.6598482992415,"FB"
9.6962084810424,"FB"
9.71294856474282,"FB"
9.71492857464287,"FB"
9.71735858679293,"FB"
9.7917889589448,"FB"
9.83876919384597,"FB"
9.84272921364607,"FB"
9.84326921634608,"FB"
9.93407967039835,"FB"
9.94163970819854,"FB"
9.96431982159911,"FB"
9.98897994489973,"FB"
10.0314601573008,"FB"
10.0687203436017,"FB"
10.0835704178521,"FB"
10.0848304241521,"FB"
10.1277606388032,"FB"
10.1854509272546,"FB"
10.200931004655,"FB"
10.3510517552588,"FB"
10.3540217701089,"FB"
10.3862419312097,"FB"
10.3954219771099,"FB"
10.4071220356102,"FB"
10.4550922754614,"FB"
10.519172595863,"FB"
10.521692608463,"FB"
10.5262826314132,"FB"
10.5559827799139,"FB"
10.5895529477647,"FB"
10.5928829644148,"FB"
10.6056630283151,"FB"
10.6278031390157,"FB"
10.641123205616,"FB"
10.6442732213661,"FB"
10.6772133860669,"FB"
10.7374236871184,"FB"
10.7493937469687,"FB"
10.7577637888189,"FB"
10.7703638518193,"FB"
10.840294201471,"FB"
10.8740443702219,"FB"
10.9393846969235,"FB"
10.9819549097745,"FB"
10.9856449282246,"FB"
10.9907749538748,"FB"
11.000765003825,"FB"
11.0036450182251,"FB"
11.0052650263251,"FB"
11.0092250461252,"FB"
11.0117450587253,"FB"
11.0972454862274,"FB"
11.0989554947775,"FB"
11.1933659668298,"FB"
11.2160460802304,"FB"
11.2447562237811,"FB"
11.2474562372812,"FB"
11.2591562957815,"FB"
11.3698568492842,"FB"
11.398656993285,"FB"
11.4200771003855,"FB"
11.4834374171871,"FB"
11.5428377141886,"FB"
11.561827809139,"FB"
11.5708278541393,"FB"
11.5725378626893,"FB"
11.5857679288396,"FB"
11.5917979589898,"FB"
11.6180780903905,"FB"
11.6581282906415,"FB"
11.6824284121421,"FB"
11.8043790218951,"FB"
11.8509092545463,"FB"
11.8826794133971,"FB"
12.0313601568008,"FB"
12.0422502112511,"FB"
12.0660103300517,"FB"
12.120280601403,"FB"
12.1274806374032,"FB"
12.1802209011045,"FB"
12.1929109645548,"FB"
12.201191005955,"FB"
12.2359311796559,"FB"
12.2682413412067,"FB"
12.3045115225576,"FB"
12.321161605808,"FB"
12.40144200721,"FB"
12.438972194861,"FB"
12.5310426552133,"FB"
12.5385126925635,"FB"
12.600253001265,"FB"
12.6257231286156,"FB"
12.7295836479182,"FB"
12.8711543557718,"FB"
12.881144405722,"FB"
12.8942844714224,"FB"
12.9477447387237,"FB"
12.9817649088245,"FB"
13.0878754393772,"FB"
13.1076755383777,"FB"
13.1348556742784,"FB"
13.1560057800289,"FB"
13.2275561377807,"FB"
13.2278261391307,"FB"
13.3087365436827,"FB"
13.3765968829844,"FB"
13.4366271831359,"FB"
13.5352676763384,"FB"
13.5534477672388,"FB"
13.6775583877919,"FB"
13.7837589187946,"FB"
13.7943789718949,"FB"
13.7966289831449,"FB"
13.8035590177951,"FB"
13.8358691793459,"FB"
13.8879794398972,"FB"
13.8976994884974,"FB"
13.9818499092495,"FB"
14.1335906679533,"FB"
14.1806609033045,"FB"
14.2103610518053,"FB"
14.2206211031055,"FB"
14.2420412102061,"FB"
14.3342916714584,"FB"
14.3552617763089,"FB"
14.3948619743099,"FB"
14.3954919774599,"FB"
14.5355326776634,"FB"
14.5744128720644,"FB"
14.5969129845649,"FB"
14.6573932869664,"FB"
14.717963589818,"FB"
14.7229136145681,"FB"
14.7445137225686,"FB"
14.8555742778714,"FB"
14.8850044250221,"FB"
14.8851844259221,"FB"
14.9323446617233,"FB"
14.9699648498242,"FB"
15.0230651153256,"FB"
15.0321551607758,"FB"
15.0530352651763,"FB"
15.1793058965295,"FB"
15.2758763793819,"FB"
15.2894664473322,"FB"
15.3368066840334,"FB"
15.4282471412357,"FB"
15.4349971749859,"FB"
15.4970974854874,"FB"
15.5278776393882,"FB"
15.5283276416382,"FB"
15.560277801389,"FB"
15.5810679053395,"FB"
15.5855679278396,"FB"
15.6333581667908,"FB"
15.6535182675913,"FB"
15.6581982909915,"FB"
15.6905984529923,"FB"
15.8363091815459,"FB"
15.9748198740994,"FB"
16.0057800289001,"FB"
16.0507802539013,"FB"
16.1576107880539,"FB"
16.159230796154,"FB"
16.2291611458057,"FB"
16.2447312236561,"FB"
16.3384216921085,"FB"
16.39971199856,"FB"
16.4332821664108,"FB"
16.4900724503623,"FB"
16.5347126735634,"FB"
16.6762833814169,"FB"
16.6860934304672,"FB"
16.7229936149681,"FB"
16.7272236361182,"FB"
16.8537642688213,"FB"
16.8975944879724,"FB"
16.9417847089235,"FB"
16.9507847539238,"FB"
16.9556447782239,"FB"
17.0052350261751,"FB"
17.0604953024765,"FB"
17.0824554122771,"FB"
17.1031555157776,"FB"
17.1064855324277,"FB"
17.1128755643778,"FB"
17.1151255756279,"FB"
17.1306956534783,"FB"
17.158685793429,"FB"
17.1626458132291,"FB"
17.2163760818804,"FB"
17.2261861309307,"FB"
17.2948564742824,"FB"
17.3009765048825,"FB"
17.3355366776834,"FB"
17.3763968819844,"FB"
17.3848569242846,"FB"
17.5138275691378,"FB"
17.5380376901885,"FB"
17.558377791889,"FB"
17.5758378791894,"FB"
17.6068880344402,"FB"
17.6632283161416,"FB"
17.6732183660918,"FB"
17.6924784623923,"FB"
17.7057985289926,"FB"
17.7705988529943,"FB"
17.7845489227446,"FB"
17.8236091180456,"FB"
17.9325996629983,"FB"
17.9384496922485,"FB"
17.9961399806999,"FB"
17.9970399851999,"FB"
18.0429402147011,"FB"
18.0928904644523,"FB"
18.0962204811024,"FB"
18.1228606143031,"FB"
18.1414007070035,"FB"
18.1751508757544,"FB"
18.1908109540548,"FB"
18.2025110125551,"FB"
18.2047610238051,"FB"
18.358481792409,"FB"
18.3814319071595,"FB"
18.3901619508098,"FB"
18.4243621218106,"FB"
18.4931224656123,"FB"
18.5505427527138,"FB"
18.5554027770139,"FB"
18.5666528332642,"FB"
18.5944629723149,"FB"
18.6240731203656,"FB"
18.6661933309667,"FB"
18.7448537242686,"FB"
18.7693338466692,"FB"
18.7832839164196,"FB"
18.8470042350212,"FB"
18.8583442917215,"FB"
18.9673348366742,"FB"
19.0027050135251,"FB"
19.0427552137761,"FB"
19.0652553262766,"FB"
19.0992754963775,"FB"
19.2079060395302,"FB"
19.2227561137806,"FB"
19.3708068540343,"FB"
19.4176970884854,"FB"
19.4632373161866,"FB"
19.5918479592398,"FB"
19.6380181900909,"FB"
19.639638198191,"FB"
19.6887784438922,"FB"
19.6923784618923,"FB"
19.7384586922935,"FB"
19.7435887179436,"FB"
19.878769393847,"FB"
19.879309396547,"FB"
19.9447397236986,"FB"
19.9868599342997,"FB"
4.57041285206426,"FLW"
5.55501777508888,"FLW"
5.59812799063995,"FLW"
5.82357911789559,"FLW"
6.04453022265111,"FLW"
6.32326161630808,"FLW"
6.33082165410827,"FLW"
6.54664273321367,"FLW"
6.81763408817044,"FLW"
6.99484497422487,"FLW"
7.02670513352567,"FLW"
7.06576532882664,"FLW"
7.14901574507873,"FLW"
7.1878959394797,"FLW"
7.21651608258041,"FLW"
7.26943634718174,"FLW"
7.28473642368212,"FLW"
7.33765668828344,"FLW"
7.41757708788544,"FLW"
7.45843729218646,"FLW"
7.52485762428812,"FLW"
7.54267771338857,"FLW"
7.54843774218871,"FLW"
7.61170805854029,"FLW"
7.70746853734269,"FLW"
7.71223856119281,"FLW"
7.73734868674343,"FLW"
7.77802889014445,"FLW"
7.85398926994635,"FLW"
7.90258951294757,"FLW"
7.90483952419762,"FLW"
7.960099800499,"FLW"
7.96153980769904,"FLW"
7.9878199390997,"FLW"
8.02472012360062,"FLW"
8.10446052230261,"FLW"
8.12687063435317,"FLW"
8.22992114960575,"FLW"
8.25260126300632,"FLW"
8.28869144345722,"FLW"
8.29769148845744,"FLW"
8.3039015195076,"FLW"
8.30921154605773,"FLW"
8.33369166845834,"FLW"
8.33387166935835,"FLW"
8.3638418192091,"FLW"
8.40128200641003,"FLW"
8.40650203251016,"FLW"
8.4600523002615,"FLW"
8.51639258196291,"FLW"
8.53295266476333,"FLW"
8.5520327601638,"FLW"
8.55671278356392,"FLW"
8.63258316291581,"FLW"
8.66660333301667,"FLW"
8.68199340996705,"FLW"
8.69684348421742,"FLW"
8.69873349366747,"FLW"
8.73059365296827,"FLW"
8.73374366871834,"FLW"
8.7400437002185,"FLW"
8.75084375421877,"FLW"
8.81672408362042,"FLW"
8.81690408452042,"FLW"
8.85074425372127,"FLW"
8.8520942604713,"FLW"
8.86334431672158,"FLW"
8.87846439232196,"FLW"
8.89250446252231,"FLW"
8.90168450842254,"FLW"
8.91122455612278,"FLW"
8.93669468347342,"FLW"
8.98619493097465,"FLW"
9.01661508307541,"FLW"
9.02183510917555,"FLW"
9.03047515237576,"FLW"
9.0478452392262,"FLW"
9.06026530132651,"FLW"
9.10931554657773,"FLW"
9.15242576212881,"FLW"
9.18131590657953,"FLW"
9.2241561207806,"FLW"
9.2321661608308,"FLW"
9.2359461797309,"FLW"
9.26609633048165,"FLW"
9.2721263606318,"FLW"
9.28463642318212,"FLW"
9.32477662388312,"FLW"
9.35816679083396,"FLW"
9.38849694248471,"FLW"
9.39380696903484,"FLW"
9.40766703833519,"FLW"
9.40910704553523,"FLW"
9.43970719853599,"FLW"
9.44420722103611,"FLW"
9.44933724668623,"FLW"
9.44951724758624,"FLW"
9.45365726828634,"FLW"
9.46544732723664,"FLW"
9.47750738753694,"FLW"
9.48326741633708,"FLW"
9.56633783168916,"FLW"
9.59630798153991,"FLW"
9.59720798603993,"FLW"
9.61907809539048,"FLW"
9.6280781403907,"FLW"
9.64427822139111,"FLW"
9.65408827044135,"FLW"
9.6600283001415,"FLW"
9.67334836674183,"FLW"
9.680098400492,"FLW"
9.68099840499202,"FLW"
9.68126840634203,"FLW"
9.69674848374242,"FLW"
9.71069855349277,"FLW"
9.71267856339282,"FLW"
9.79484897424487,"FLW"
9.81455907279537,"FLW"
9.82850914254571,"FLW"
9.83354916774584,"FLW"
9.84128920644603,"FLW"
9.86423932119661,"FLW"
9.92138960694804,"FLW"
9.93047965239826,"FLW"
9.9400197000985,"FLW"
9.96422982114911,"FLW"
9.98600993004965,"FLW"
10.0254301271506,"FLW"
10.0422602113011,"FLW"
10.0446002230011,"FLW"
10.0637703188516,"FLW"
10.0703403517018,"FLW"
10.0831204156021,"FLW"
10.1124605623028,"FLW"
10.1157905789529,"FLW"
10.1397306986535,"FLW"
10.1563807819039,"FLW"
10.1571907859539,"FLW"
10.1634008170041,"FLW"
10.1674508372542,"FLW"
10.2093010465052,"FLW"
10.2192010960055,"FLW"
10.241521207606,"FLW"
10.2478212391062,"FLW"
10.2958814794074,"FLW"
10.3861519307597,"FLW"
10.4082920414602,"FLW"
10.4111720558603,"FLW"
10.4352021760109,"FLW"
10.4749823749119,"FLW"
10.5729028645143,"FLW"
10.6061130305652,"FLW"
10.6144830724154,"FLW"
10.6150230751154,"FLW"
10.6174530872654,"FLW"
10.6321231606158,"FLW"
10.6623633118166,"FLW"
10.6770333851669,"FLW"
10.7138435692178,"FLW"
10.7160035800179,"FLW"
10.7464237321187,"FLW"
10.7631638158191,"FLW"
10.7934039670198,"FLW"
10.8219341096705,"FLW"
10.8257141285706,"FLW"
10.8258041290206,"FLW"
10.8281441407207,"FLW"
10.8291341456707,"FLW"
10.8722443612218,"FLW"
10.8764743823719,"FLW"
10.9545947729739,"FLW"
10.9932049660248,"FLW"
10.999504997525,"FLW"
11.0184950924755,"FLW"
11.0228151140756,"FLW"
11.0578252891264,"FLW"
11.0579152895764,"FLW"
11.0647553237766,"FLW"
11.0938254691273,"FLW"
11.0979654898275,"FLW"
11.1561957809789,"FLW"
11.1720358601793,"FLW"
11.1726658633293,"FLW"
11.1843659218296,"FLW"
11.2663563317817,"FLW"
11.2960564802824,"FLW"
11.3292666463332,"FLW"
11.360316801584,"FLW"
11.3849769248846,"FLW"
11.3895669478347,"FLW"
11.398746993735,"FLW"
11.4095470477352,"FLW"
11.4214271071355,"FLW"
11.4239471197356,"FLW"
11.438707193536,"FLW"
11.4609373046865,"FLW"
11.4873074365372,"FLW"
11.5388776943885,"FLW"
11.6702783513918,"FLW"
11.7167185835929,"FLW"
11.7636988184941,"FLW"
11.7845789228946,"FLW"
11.840919204596,"FLW"
11.9081495407477,"FLW"
11.9326296631483,"FLW"
12.0324401622008,"FLW"
12.0849104245521,"FLW"
12.0855404277021,"FLW"
12.0962504812524,"FLW"
12.1006605033025,"FLW"
12.121000605003,"FLW"
12.1231606158031,"FLW"
12.1523207616038,"FLW"
12.1823809119046,"FLW"
12.3020815104076,"FLW"
12.3041515207576,"FLW"
12.3777718888594,"FLW"
12.4037820189101,"FLW"
12.4130520652603,"FLW"
12.4244821224106,"FLW"
12.4370821854109,"FLW"
12.4939624698123,"FLW"
12.5494027470137,"FLW"
12.5577727888639,"FLW"
12.5628128140641,"FLW"
12.6217631088155,"FLW"
12.6749533747669,"FLW"
12.6773833869169,"FLW"
12.678553392767,"FLW"
12.7146435732179,"FLW"
12.7301236506183,"FLW"
12.7507337536688,"FLW"
12.8140940704704,"FLW"
12.8355141775709,"FLW"
12.9023845119226,"FLW"
12.9838349191746,"FLW"
13.0149750748754,"FLW"
13.0269451347257,"FLW"
13.0437752188761,"FLW"
13.1890359451797,"FLW"
13.2242261211306,"FLW"
13.3073865369327,"FLW"
13.3223266116331,"FLW"
13.3276366381832,"FLW"
13.3676868384342,"FLW"
13.3846069230346,"FLW"
13.518977594888,"FLW"
13.5442677213386,"FLW"
13.5699178495892,"FLW"
13.6247281236406,"FLW"
13.6649583247916,"FLW"
13.7707088535443,"FLW"
13.8368591842959,"FLW"
13.8514392571963,"FLW"
13.8710593552968,"FLW"
13.8924794623973,"FLW"
13.9132695663478,"FLW"
13.9513397566988,"FLW"
13.9737498687493,"FLW"
13.9853599267996,"FLW"
13.9976899884499,"FLW"
14.0094800474002,"FLW"
14.0267601338007,"FLW"
14.0621303106516,"FLW"
14.0684303421517,"FLW"
14.0759903799519,"FLW"
14.2045110225551,"FLW"
14.2663413317067,"FLW"
14.318361591808,"FLW"
14.4029620148101,"FLW"
14.4604723023615,"FLW"
14.478202391012,"FLW"
14.4969224846124,"FLW"
14.5315726578633,"FLW"
14.5933129665648,"FLW"
14.6295831479157,"FLW"
14.6820534102671,"FLW"
14.7505437527188,"FLW"
14.8280341401707,"FLW"
14.9395446977235,"FLW"
14.9834649173246,"FLW"
15.0086650433252,"FLW"
15.2589562947815,"FLW"
15.2907264536323,"FLW"
15.3564267821339,"FLW"
15.4191570957855,"FLW"
15.4308571542858,"FLW"
15.4582172910865,"FLW"
15.4643373216866,"FLW"
15.4743273716369,"FLW"
15.5338176690883,"FLW"
15.5723378616893,"FLW"
15.6050980254901,"FLW"
15.7805089025445,"FLW"
15.7956289781449,"FLW"
15.8499892499462,"FLW"
15.8762693813469,"FLW"
15.8832894164471,"FLW"
15.9740098700494,"FLW"
15.9772498862494,"FLW"
15.9944399721999,"FLW"
16.0441202206011,"FLW"
16.0831804159021,"FLW"
16.1348406742034,"FLW"
16.2774013870069,"FLW"
16.2851414257071,"FLW"
16.3088115440577,"FLW"
16.440122200611,"FLW"
16.4499322496612,"FLW"
16.4734223671118,"FLW"
16.5112225561128,"FLW"
16.5488427442137,"FLW"
16.561622808114,"FLW"
16.5637828189141,"FLW"
16.6491032455162,"FLW"
16.7063435317177,"FLW"
16.7324436622183,"FLW"
16.9973149865749,"FLW"
17.0375451877259,"FLW"
17.0505952529763,"FLW"
17.080475402377,"FLW"
17.0928954644773,"FLW"
17.1311456557283,"FLW"
17.2935064675323,"FLW"
17.3095265476327,"FLW"
17.3635268176341,"FLW"
17.5863679318397,"FLW"
17.60139800699,"FLW"
17.8310791553958,"FLW"
17.8737393686968,"FLW"
17.9343096715484,"FLW"
18.2860314301572,"FLW"
18.2995314976575,"FLW"
18.3311216556083,"FLW"
18.3429117145586,"FLW"
18.3440817204086,"FLW"
18.4235521177606,"FLW"
18.4857424287121,"FLW"
18.4978024890124,"FLW"
18.558462792314,"FLW"
18.6741133705669,"FLW"
18.680323401617,"FLW"
18.6911234556173,"FLW"
18.7490837454187,"FLW"
18.760603803019,"FLW"
18.80038400192,"FLW"
18.8453842269211,"FLW"
18.8586142930715,"FLW"
18.8996544982725,"FLW"
18.9462747313737,"FLW"
18.9491547457737,"FLW"
18.9498747493737,"FLW"
18.9725548627743,"FLW"
19.0109850549253,"FLW"
19.0576052880264,"FLW"
19.079385396927,"FLW"
19.0911754558773,"FLW"
19.1065655328277,"FLW"
19.1767658838294,"FLW"
19.2175360876804,"FLW"
19.239856199281,"FLW"
19.3654068270341,"FLW"
19.3846669233346,"FLW"
19.4650373251866,"FLW"
19.4661173305867,"FLW"
19.4728673643368,"FLW"
19.4863674318372,"FLW"
19.5243476217381,"FLW"
19.5574677873389,"FLW"
19.7060585302927,"FLW"
19.7282886414432,"FLW"
19.7339586697933,"FLW"
19.7514187570938,"FLW"
19.7949789748949,"FLW"
19.8361091805459,"FLW"
19.8586992934965,"FLW"
19.8884894424472,"FLW"
